station_name,ek
木更津,063510750
祇園,063510640
上総清川,063508170
東清川,063531860
横田,063540920
東横田,063532570
馬来田,063535630
下郡,063518040
小櫃,063507150
浦安,002504690
南行徳,002537450
行徳,002512030
妙典,002538520
原木中山,002531240
西船橋,002529360
本八幡,006539350
国府台,055514310
市川真間,055503020
菅野,055520540
京成八幡,055513710
鬼越,055507050
京成中山,055513640
東中山,055532130
京成西船,055513660
海神,055507470
京成船橋,055513680
大神宮下,055521940
船橋競馬場,055534490
谷津,055540000
京成津田沼,055513630
京成大久保,055513530
実籾,055538200
八千代台,055539970
京成大和田,055513540
勝田台,055508540
志津,055517410
ユーカリが丘,055540660
京成臼井,055513520
京成佐倉,055513570
大佐倉,055505800
京成酒々井,055513580
宗吾参道,055521630
公津の杜,055514180
京成成田,055513650
東成田,055532150
空港第２ビル,055512430
成田空港,055528020
京成津田沼,056513630
京成幕張本郷,056513700
京成幕張,056513690
検見川,056513780
京成稲毛,056513500
みどり台,056537130
西登戸,056529200
新千葉,056519860
京成千葉,056513620
千葉中央,056524210
千葉中央,057024210
千葉寺,057024220
大森台,057006390
学園前,057007620
おゆみ野,057007290
ちはら台,057024260
松戸,053535990
上本郷,053509390
松戸新田,053536000
みのり台,053538120
八柱,053540140
常盤平,053525990
五香,053514750
元山,053539330
くぬぎ山,053512810
北初富,053511500
新鎌ヶ谷,053519270
初富,053530840
鎌ヶ谷大仏,053508880
二和向台,053534300
三咲,053536660
滝不動,053522810
高根公団,053522480
高根木戸,053522470
北習志野,053511400
習志野,053527980
薬園台,053539780
前原,053535570
新津田沼,053519870
京成津田沼,053513630
川間,049510140
七光台,049527830
清水公園,049517750
愛宕,049501010
野田市,049530060
梅郷,049504620
運河,049504730
江戸川台,049504930
初石,049530720
流山おおたかの森,049576125
豊四季,049526530
柏,049507970
新柏,049519220
増尾,049535730
逆井,049515830
高柳,049522610
六実,049538950
新鎌ヶ谷,049519270
鎌ヶ谷,049508870
馬込沢,049535700
塚田,049524560
新船橋,049520190
船橋,049534480
矢切,056039760
北国分,056011160
秋山,056000490
東松戸,056032400
松飛台,056036060
大町,056006270
新鎌ヶ谷,056019270
西白井,056028840
白井,056018890
小室,056015400
千葉ニュータウン中央,056024230
印西牧の原,056003970
印旛日本医大,056003990
南流山,076037670
流山セントラルパーク,076076120
流山おおたかの森,076076125
柏の葉キャンパス,076076130
柏たなか,076076135
千葉みなと,059524240
市役所前,059518380
千葉,059524180
栄町,059515760
葭川公園,059540980
県庁前,059513820
千葉公園,059524190
作草部,059516010
天台,059525400
穴川,059501110
スポーツセンター,059520780
動物公園,059525840
みつわ台,059537060
都賀,059524530
桜木,059516090
小倉台,059506720
千城台北,059524050
千城台,059524040
馬橋,052036120
幸谷,052014380
小金城趾,052014560
鰭ヶ崎,052033400
平和台,052034670
流山,052027670
西船橋,059029360
東海神,059031750
飯山満,059030440
北習志野,059011400
船橋日大前,059034500
八千代緑が丘,059039990
八千代中央,059039980
村上,059038960
東葉勝田台,059025890
ユーカリが丘,054540660
地区センター,054523910
公園,054513920
女子大,054518780
中学校,054524350
井野,054503490
五井,063013840
上総村上,063008250
海士有木,063001280
上総三又,063008230
上総山田,063008260
光風台,063014340
馬立,063004510
上総牛久,063008120
上総川間,063008160
上総鶴舞,063008190
上総久保,063008180
高滝,063022320
西大原,062028470
大原,062006200
銚子,071524410
仲ノ町,071563445
観音,071563450
本銚子,071563455
笠上黒生,071563460
西海鹿島,071563465
海鹿島,071563470
君ヶ浜,071563475
外川,071563485
東成田,055732150
芝山千代田,055753925
東松戸,056332400
新鎌ヶ谷,056319270
千葉ニュータウン中央,056324230
印旛日本医大,056303990
成田湯川,056303995
空港第２ビル,056312430
成田空港,056328020
大宮,012606310
さいたま新都心,012615620
与野,012641220
北浦和,012610970
浦和,012604710
南浦和,012637350
蕨,012641880
西川口,012628600
川口,012609870
戸田公園,039526170
戸田,039526150
北戸田,039511390
武蔵浦和,039538700
中浦和,039526900
南与野,039537840
与野本町,039541230
北与野,039511630
大宮,039506310
大宮,040006310
日進,040029600
西大宮,040042510
指扇,040016330
南古谷,040037770
川越,040009900
西川越,040028610
的場,040036090
笠幡,040007820
武蔵高萩,040038790
高麗川,040015280
浦和,040504710
さいたま新都心,040515620
大宮,040506310
宮原,040538330
上尾,040500530
北上尾,040510880
桶川,040506730
北本,040511600
鴻巣,040514300
北鴻巣,040511140
吹上,040533580
行田,040511960
熊谷,040512840
籠原,040507750
深谷,040533560
岡部,040506560
本庄,040535390
神保原,040520230
浦和,043004710
さいたま新都心,043015620
大宮,043006310
土呂,043026770
東大宮,043031720
蓮田,043030520
白岡,043018800
新白岡,043019720
久喜,043012470
東鷲宮,043032600
栗橋,043013040
東所沢,033532060
新座,033528210
北朝霞,033510890
西浦和,033528360
武蔵浦和,033538700
南浦和,033537350
東浦和,033531670
東川口,033531820
南越谷,033537500
越谷レイクタウン,033540965
吉川,033540970
吉川美南,033583725
新三郷,033520300
三郷,033536710
金子,034008780
東飯能,034032260
高麗川,034015280
毛呂,034039590
越生,034006750
明覚,034038420
小川町,034006630
竹沢,034022870
寄居,034041320
用土,034040840
松久,034036050
児玉,034014960
丹荘,034023760
栗橋,758013040
東鷲宮,758032600
久喜,758012470
新白岡,758019720
白岡,758018800
蓮田,758030520
東大宮,758031720
土呂,758026770
大宮,758006310
浦和,758004710
神保原,758520230
本庄,758535390
岡部,758506560
深谷,758533560
籠原,758507750
熊谷,758512840
行田,758511960
吹上,758533580
北鴻巣,758511140
鴻巣,758514300
北本,758511600
桶川,758506730
北上尾,758510880
上尾,758500530
宮原,758538330
大宮,758506310
浦和,758504710
大宮,041506310
熊谷,041512840
本庄早稲田,041554045
大宮,042006310
熊谷,042012840
本庄早稲田,042054045
大宮,043506310
和光市,004041690
和光市,004341690
所沢,035026120
航空公園,035013970
新所沢,035019960
入曽,035003720
狭山市,035016570
新狭山,035019630
南大塚,035037380
本川越,035035290
所沢,037026120
西所沢,037029090
小手指,037015050
狭山ヶ丘,037016560
武蔵藤沢,037038840
稲荷山公園,037003440
入間市,037003770
仏子,037033800
元加治,037039230
飯能,037031480
東飯能,037032260
高麗,037015240
武蔵横手,037038880
西所沢,036029090
下山口,036018310
西武球場前,036021040
西武球場前,036521040
西武園ゆうえんち,036540620
芦ヶ久保,038000860
横瀬,038040910
西武秩父,038021070
和光市,038541690
朝霞,038500620
朝霞台,038500630
志木,038517200
柳瀬川,038540110
みずほ台,038536790
鶴瀬,038525010
ふじみ野,038534060
上福岡,038509340
新河岸,038519210
川越,038509900
川越市,038509910
霞ヶ関,038508300
鶴ヶ島,038524970
若葉,038541600
坂戸,038515870
北坂戸,038511190
高坂,038522230
東松山,038532420
森林公園,038520410
つきのわ,038553915
武蔵嵐山,038538890
小川町,038506630
東武竹沢,038525820
みなみ寄居,038584585
男衾,038507170
鉢形,038530680
玉淀,038523620
寄居,038541320
坂戸,039015870
一本松,039003180
西大家,039028480
川角,039009860
武州長瀬,039034120
東毛呂,039032500
武州唐沢,039034100
越生,039006750
谷塚,044040010
草加,044021610
獨協大学前,044036040
新田,044019900
蒲生,044009600
新越谷,044019520
越谷,044014820
北越谷,044011170
大袋,044006230
せんげん台,044021380
武里,044022860
一ノ割,044003110
春日部,044008090
北春日部,044011050
姫宮,044033090
東武動物公園,044025850
和戸,044041850
久喜,044012470
鷲宮,044041720
花崎,044030910
加須,044008330
南羽生,044037700
羽生,044031000
東武動物公園,047025850
杉戸高野台,047020590
幸手,047016370
南栗橋,047037470
栗橋,047013040
新古河,047019500
柳生,047039750
大宮,049506310
北大宮,049511000
大宮公園,049506330
大和田,049506450
七里,049527840
岩槻,049503860
東岩槻,049531640
豊春,049526620
八木崎,049539730
春日部,049508090
藤の牛島,049533960
南桜井,049537520
川口元郷,064053820
南鳩ヶ谷,064053825
鳩ヶ谷,064053830
新井宿,064053835
戸塚安行,064053840
東川口,064031820
浦和美園,064053845
八潮,076076100
三郷中央,076076105
大宮,042506310
鉄道博物館,042506130
加茂宮,042509650
東宮原,042532460
今羽,042515590
吉野原,042541070
原市,042531230
沼南,042518640
丸山,042536190
志久,042517240
伊奈中央,042503310
羽貫,042531010
内宿,042504300
羽生,049031000
西羽生,049029320
新郷,049019460
武州荒木,049034090
東行田,049031850
行田市,049011970
持田,049039210
ソシオ流通センター,049039215
熊谷,049012840
上熊谷,049009150
石原,049002410
ひろせ野鳥の森,049053970
広瀬川原,049053972
大麻生,049005370
明戸,049000570
武川,049022850
永田,049053905
ふかや花園,049053908
小前田,049007180
桜沢,049016110
寄居,049041320
波久礼,049030310
野上,049029990
長瀞,049027260
上長瀞,049009250
親鼻,049007260
皆野,049037250
和銅黒谷,049013260
大野原,049006160
秩父,049024090
御花畑,049007130
